Unnamed: 0,Year,Sem,Course Code,Section,AB,BB,DD,FR,Total,AA,BC,CC,CD,II,AU,FF,AP,PP,NP,W,S,pp,DX,Unnamed: 22,section_tag_div
0,2020,1,AE 152,Total Grades Given for are,1.0,2.0,1.0,1.0,5,,,,,,,,,,,,,,,,
1,2020,1,AE 153,Total Grades Given for are,2.0,1.0,,,4,1.0,,,,,,,,,,,,,,,
2,2020,1,AE 153,Total Grades Given for section M are,5.0,6.0,,,17,,6.0,,,,,,,,,,,,,,M
3,2020,1,AE 219,Total Grades Given for are,4.0,3.0,,1.0,19,11.0,,,,,,,,,,,,,,,
4,2020,1,AE 223,Total Grades Given for are,17.0,11.0,1.0,4.0,80,6.0,21.0,13.0,5.0,2.0,,,,,,,,,,,
5,2020,1,AE 225,Total Grades Given for are,13.0,19.0,8.0,5.0,79,5.0,16.0,9.0,4.0,,,,,,,,,,,,
6,2020,1,AE 227,Total Grades Given for are,15.0,20.0,4.0,3.0,80,13.0,10.0,10.0,3.0,1.0,1.0,,,,,,,,,,
7,2020,1,AE 308,Total Grades Given for are,20.0,21.0,3.0,3.0,64,8.0,4.0,,3.0,2.0,,,,,,,,,,,
8,2020,1,AE 308,Total Grades Given for section M are,,1.0,,,2,,1.0,,,,,,,,,,,,,,M
9,2020,1,AE 326,Total Grades Given for are,23.0,17.0,1.0,3.0,64,3.0,14.0,3.0,,,,,,,,,,,,,
10,2020,1,AE 326,Total Grades Given for section M are,1.0,1.0,,,2,,,,,,,,,,,,,,,,M
11,2020,1,AE 330,Total Grades Given for are,24.0,15.0,3.0,,65,10.0,5.0,6.0,2.0,,,,,,,,,,,,
12,2020,1,AE 333,Total Grades Given for are,3.0,6.0,3.0,,60,2.0,20.0,22.0,4.0,,,,,,,,,,,,
13,2020,1,AE 407,Total Grades Given for are,21.0,14.0,3.0,1.0,59,8.0,5.0,5.0,2.0,,,,,,,,,,,,
14,2020,1,AE 407,Total Grades Given for section M are,,2.0,1.0,,5,,2.0,,,,,,,,,,,,,,M
15,2020,1,AE 410,Total Grades Given for are,19.0,19.0,4.0,,58,4.0,5.0,2.0,4.0,1.0,,,,,,,,,,,
16,2020,1,AE 410,Total Grades Given for section M are,1.0,1.0,,,2,,,,,,,,,,,,,,,,M
17,2020,1,AE 419,Total Grades Given for are,1.0,1.0,,,4,2.0,,,,,,,,,,,,,,,
18,2020,1,AE 429,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
19,2020,1,AE 484,Total Grades Given for are,12.0,11.0,1.0,,78,12.0,18.0,6.0,3.0,,12.0,3.0,,,,,,,,,
20,2020,1,AE 493,Total Grades Given for are,1.0,1.0,,,19,17.0,,,,,,,,,,,,,,,
21,2020,1,AE 616,Total Grades Given for are,7.0,6.0,2.0,2.0,30,9.0,1.0,2.0,,,1.0,,,,,,,,,,
22,2020,1,AE 641,Total Grades Given for are,,4.0,3.0,,13,2.0,1.0,3.0,,,,,,,,,,,,,
23,2020,1,AE 651,Total Grades Given for are,17.0,17.0,1.0,,61,3.0,8.0,10.0,4.0,,,1.0,,,,,,,,,
24,2020,1,AE 673,Total Grades Given for are,6.0,3.0,1.0,3.0,24,3.0,3.0,2.0,2.0,,1.0,,,,,,,,,,
25,2020,1,AE 682,Total Grades Given for are,1.0,1.0,,,5,1.0,,,1.0,,1.0,,,,,,,,,,
26,2020,1,AE 694,Total Grades Given for are,,1.0,,,1,,,,,,,,,,,,,,,,
27,2020,1,AE 695,Total Grades Given for are,15.0,26.0,2.0,2.0,62,7.0,5.0,3.0,2.0,,,,,,,,,,,,
28,2020,1,AE 705,Total Grades Given for are,17.0,17.0,1.0,,75,24.0,12.0,4.0,,,,,,,,,,,,,
29,2020,1,AE 707,Total Grades Given for are,16.0,8.0,,,40,9.0,5.0,1.0,,1.0,,,,,,,,,,,
30,2020,1,AE 708,Total Grades Given for are,1.0,,,,4,1.0,1.0,,,,1.0,,,,,,,,,,
31,2020,1,AE 708,Total Grades Given for section M are,1.0,,,,1,,,,,,,,,,,,,,,,M
32,2020,1,AE 709,Total Grades Given for are,2.0,4.0,1.0,1.0,13,,1.0,4.0,,,,,,,,,,,,,
33,2020,1,AE 711,Total Grades Given for are,4.0,11.0,1.0,3.0,28,3.0,,3.0,3.0,,,,,,,,,,,,
34,2020,1,AE 715,Total Grades Given for are,7.0,3.0,,2.0,17,3.0,1.0,,,,1.0,,,,,,,,,,
35,2020,1,AE 715,Total Grades Given for section M are,1.0,,,,1,,,,,,,,,,,,,,,,M
36,2020,1,AE 720,Total Grades Given for are,1.0,,,,2,,,,,,1.0,,,,,,,,,,
37,2020,1,AE 726,Total Grades Given for are,6.0,1.0,,2.0,19,3.0,2.0,,2.0,,3.0,,,,,,,,,,
38,2020,1,AE 775,Total Grades Given for are,7.0,3.0,,1.0,15,1.0,1.0,,,,2.0,,,,,,,,,,
39,2020,1,AE 780,Total Grades Given for are,2.0,2.0,,1.0,6,,1.0,,,,,,,,,,,,,,
40,2020,1,AE 305,Total Grades Given for are,,,,,1,,,1.0,,,,,,,,,,,,,
41,2020,1,AE 312,Total Grades Given for are,,,,,1,,1.0,,,,,,,,,,,,,,
42,2020,1,AE 650,Total Grades Given for are,1.0,,,,2,1.0,,,,,,,,,,,,,,,
43,2020,1,AE 656,Total Grades Given for are,6.0,4.0,2.0,1.0,25,3.0,4.0,2.0,1.0,,2.0,,,,,,,,,,
44,2020,1,AES802,Total Grades Given for are,,,,,2,2.0,,,,,,,,,,,,,,,
45,2020,1,BB 421,Total Grades Given for are,5.0,8.0,,,17,1.0,2.0,,,1.0,,,,,,,,,,,
46,2020,1,BB 553,Total Grades Given for are,10.0,4.0,,1.0,64,42.0,1.0,1.0,,,5.0,,,,,,,,,,
47,2020,1,BB 553,Total Grades Given for section M are,,,,,1,1.0,,,,,,,,,,,,,,,M
48,2020,1,BB 603,Total Grades Given for are,21.0,11.0,,,50,16.0,1.0,1.0,,,,,,,,,,,,,
49,2020,1,BB 603,Total Grades Given for section M are,3.0,3.0,,,7,1.0,,,,,,,,,,,,,,,M
50,2020,1,BB 619,Total Grades Given for are,12.0,8.0,,,29,3.0,1.0,1.0,,,4.0,,,,,,,,,,
51,2020,1,BB 627,Total Grades Given for are,2.0,1.0,,,14,,5.0,5.0,1.0,,,,,,,,,,,,
52,2020,1,BB 633,Total Grades Given for are,9.0,7.0,,1.0,28,3.0,3.0,3.0,1.0,,1.0,,,,,,,,,,
53,2020,1,BB 663,Total Grades Given for are,10.0,6.0,,,22,4.0,2.0,,,,,,,,,,,,,,
54,2020,1,BB 665,Total Grades Given for are,21.0,7.0,,,37,9.0,,,,,,,,,,,,,,,
55,2020,1,BB 673,Total Grades Given for are,3.0,1.0,,,7,2.0,1.0,,,,,,,,,,,,,,
56,2020,1,BB 679,Total Grades Given for are,3.0,3.0,,,19,3.0,6.0,,,,4.0,,,,,,,,,,
57,2020,1,BB 701,Total Grades Given for are,5.0,1.0,,,14,8.0,,,,,,,,,,,,,,,
58,2020,1,BBS801,Total Grades Given for are,7.0,2.0,,,12,3.0,,,,,,,,,,,,,,,
59,2020,1,BB 412,Total Grades Given for are,5.0,2.0,,,17,8.0,1.0,,,1.0,,,,,,,,,,,
60,2020,1,BB 503,Total Grades Given for are,22.0,3.0,,1.0,36,8.0,,,1.0,,1.0,,,,,,,,,,
61,2020,1,BB 503,Total Grades Given for section M are,2.0,1.0,,,4,,,,1.0,,,,,,,,,,,,M
62,2020,1,BB 694,Total Grades Given for are,5.0,2.0,,2.0,24,12.0,2.0,1.0,,,,,,,,,,,,,
63,2020,1,CE 223,Total Grades Given for section S1 are,15.0,23.0,2.0,1.0,69,8.0,13.0,5.0,1.0,,,,1.0,,,,,,,,S1
64,2020,1,CE 223,Total Grades Given for section S2 are,14.0,16.0,,,57,7.0,12.0,5.0,3.0,,,,,,,,,,,,S2
65,2020,1,CE 231,Total Grades Given for section S1 are,15.0,8.0,1.0,2.0,61,33.0,1.0,,1.0,,,,,,,,,,,,S1
66,2020,1,CE 231,Total Grades Given for section S2 are,20.0,10.0,,1.0,60,16.0,5.0,4.0,4.0,,,,,,,,,,,,S2
67,2020,1,CE 233,Total Grades Given for section S1 are,23.0,17.0,3.0,,61,10.0,7.0,1.0,,,,,,,,,,,,,S1
68,2020,1,CE 233,Total Grades Given for section S2 are,32.0,6.0,1.0,,59,19.0,,1.0,,,,,,,,,,,,,S2
69,2020,1,CE 324,Total Grades Given for are,11.0,9.0,2.0,3.0,63,17.0,10.0,6.0,1.0,4.0,,,,,,,,,,,
70,2020,1,CE 329,Total Grades Given for section S1 are,24.0,11.0,1.0,1.0,56,5.0,5.0,4.0,5.0,,,,,,,,,,,,S1
71,2020,1,CE 329,Total Grades Given for section S2 are,33.0,4.0,1.0,,56,2.0,10.0,4.0,2.0,,,,,,,,,,,,S2
72,2020,1,CE 403,Total Grades Given for are,7.0,7.0,2.0,5.0,30,5.0,1.0,3.0,,,,,,,,,,,,,
73,2020,1,CE 463,Total Grades Given for are,,,,,1,,1.0,,,,,,,,,,,,,,
74,2020,1,CE 463,Total Grades Given for section S1 are,12.0,7.0,6.0,2.0,52,9.0,7.0,7.0,2.0,,,,,,,,,,,,S1
75,2020,1,CE 463,Total Grades Given for section S2 are,9.0,8.0,1.0,1.0,51,11.0,7.0,11.0,3.0,,,,,,,,,,,,S2
76,2020,1,CE 482,Total Grades Given for are,14.0,14.0,7.0,1.0,70,12.0,6.0,10.0,6.0,,,,,,,,,,,,
77,2020,1,CE 484,Total Grades Given for are,7.0,13.0,3.0,1.0,43,7.0,4.0,4.0,4.0,,,,,,,,,,,,
78,2020,1,CE 494,Total Grades Given for are,3.0,1.0,1.0,,14,7.0,,,,2.0,,,,,,,,,,,
79,2020,1,CE 603,Total Grades Given for are,8.0,6.0,3.0,4.0,43,9.0,4.0,4.0,2.0,1.0,2.0,,,,,,,,,,
80,2020,1,CE 605,Total Grades Given for are,17.0,11.0,,,65,16.0,10.0,5.0,,4.0,1.0,,1.0,,,,,,,,
81,2020,1,CE 611,Total Grades Given for are,1.0,1.0,,,7,4.0,,,,,1.0,,,,,,,,,,
82,2020,1,CE 616,Total Grades Given for are,10.0,9.0,2.0,6.0,36,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,,
83,2020,1,CE 623,Total Grades Given for are,9.0,8.0,3.0,3.0,42,9.0,3.0,2.0,,3.0,2.0,,,,,,,,,,
84,2020,1,CE 626,Total Grades Given for are,13.0,3.0,,,23,7.0,,,,,,,,,,,,,,,
85,2020,1,CE 627,Total Grades Given for are,3.0,28.0,,,31,,,,,,,,,,,,,,,,
86,2020,1,CE 630,Total Grades Given for are,3.0,4.0,,1.0,14,3.0,2.0,,,,1.0,,,,,,,,,,
87,2020,1,CE 641,Total Grades Given for are,1.0,4.0,,,16,8.0,2.0,,,1.0,,,,,,,,,,,
88,2020,1,CE 643,Total Grades Given for are,2.0,3.0,,1.0,12,6.0,,,,,,,,,,,,,,,
89,2020,1,CE 653,Total Grades Given for are,2.0,2.0,,,10,5.0,1.0,,,,,,,,,,,,,,
90,2020,1,CE 675,Total Grades Given for are,10.0,1.0,,,18,6.0,1.0,,,,,,,,,,,,,,
91,2020,1,CE 680,Total Grades Given for are,1.0,,,2.0,8,3.0,,2.0,,,,,,,,,,,,,
92,2020,1,CE 681,Total Grades Given for are,3.0,,,1.0,17,12.0,1.0,,,,,,,,,,,,,,
93,2020,1,CE 701,Total Grades Given for are,1.0,3.0,,2.0,11,2.0,2.0,1.0,,,,,,,,,,,,,
94,2020,1,CE 703,Total Grades Given for are,2.0,1.0,,1.0,7,2.0,1.0,,,,,,,,,,,,,,
95,2020,1,CE 705,Total Grades Given for are,3.0,1.0,,1.0,7,2.0,,,,,,,,,,,,,,,
96,2020,1,CE 712,Total Grades Given for are,10.0,5.0,,1.0,30,4.0,7.0,1.0,2.0,,,,,,,,,,,,
97,2020,1,CE 713,Total Grades Given for are,1.0,4.0,3.0,1.0,18,3.0,3.0,2.0,1.0,,,,,,,,,,,,
98,2020,1,CE 717,Total Grades Given for are,2.0,7.0,3.0,2.0,20,2.0,4.0,,,,,,,,,,,,,,
99,2020,1,CE 720,Total Grades Given for are,3.0,1.0,,4.0,14,3.0,3.0,,,,,,,,,,,,,,
100,2020,1,CE 727,Total Grades Given for are,2.0,4.0,,1.0,21,2.0,7.0,4.0,1.0,,,,,,,,,,,,
101,2020,1,CE 729,Total Grades Given for are,6.0,8.0,,3.0,23,3.0,2.0,,,,1.0,,,,,,,,,,
102,2020,1,CE 731,Total Grades Given for are,2.0,8.0,,,22,2.0,6.0,2.0,2.0,,,,,,,,,,,,
103,2020,1,CE 740,Total Grades Given for are,15.0,6.0,,,55,22.0,7.0,1.0,1.0,2.0,1.0,,,,,,,,,,
104,2020,1,CE 742,Total Grades Given for section S1 are,2.0,1.0,,2.0,17,8.0,4.0,,,,,,,,,,,,,,S1
105,2020,1,CE 751,Total Grades Given for are,31.0,17.0,,,70,6.0,7.0,7.0,,2.0,,,,,,,,,,,
106,2020,1,CE 764,Total Grades Given for are,6.0,8.0,,,27,1.0,9.0,3.0,,,,,,,,,,,,,
107,2020,1,CE 766,Total Grades Given for are,3.0,1.0,,1.0,11,5.0,1.0,,,,,,,,,,,,,,
108,2020,1,CE 768,Total Grades Given for are,7.0,3.0,,,16,4.0,2.0,,,,,,,,,,,,,,
109,2020,1,CE 769,Total Grades Given for are,5.0,2.0,,2.0,12,2.0,1.0,,,,,,,,,,,,,,
110,2020,1,CE 771,Total Grades Given for are,7.0,4.0,2.0,3.0,29,8.0,2.0,2.0,1.0,,,,,,,,,,,,
111,2020,1,CE 781,Total Grades Given for are,3.0,5.0,,,13,3.0,1.0,,,1.0,,,,,,,,,,,
112,2020,1,CE 782,Total Grades Given for are,5.0,5.0,,,17,2.0,4.0,,,1.0,,,,,,,,,,,
113,2020,1,CES801,Total Grades Given for are,2.0,1.0,,,20,17.0,,,,,,,,,,,,,,,
114,2020,1,CH 105,Total Grades Given for are,,,1.0,1.0,4,,,,1.0,1.0,,,,,,,,,,,
115,2020,1,CH 105,Total Grades Given for section S1 are,41.0,45.0,7.0,4.0,187,19.0,37.0,19.0,11.0,,,,4.0,,,,,,,,S1
116,2020,1,CH 105,Total Grades Given for section S10 are,5.0,20.0,7.0,3.0,118,1.0,35.0,20.0,27.0,,,,,,,,,,,,S10
117,2020,1,CH 105,Total Grades Given for section S11 are,12.0,26.0,5.0,1.0,116,1.0,29.0,28.0,13.0,1.0,,,,,,,,,,,S11
118,2020,1,CH 105,Total Grades Given for section S2 are,35.0,52.0,6.0,5.0,189,16.0,35.0,28.0,8.0,1.0,,,3.0,,,,,,,,S2
119,2020,1,CH 105,Total Grades Given for section S4 are,3.0,36.0,9.0,5.0,168,2.0,44.0,41.0,28.0,,,,,,,,,,,,S4
120,2020,1,CH 105,Total Grades Given for section S5 are,4.0,27.0,11.0,6.0,166,1.0,43.0,34.0,38.0,2.0,,,,,,,,,,,S5
121,2020,1,CH 105,Total Grades Given for section S6 are,13.0,18.0,5.0,4.0,118,2.0,28.0,30.0,16.0,2.0,,,,,,,,,,,S6
122,2020,1,CH 105,Total Grades Given for section S7 are,19.0,23.0,6.0,1.0,117,3.0,30.0,22.0,12.0,1.0,,,,,,,,,,,S7
123,2020,1,CH 105,Total Grades Given for section S8 are,14.0,25.0,4.0,3.0,118,5.0,29.0,26.0,12.0,,,,,,,,,,,,S8
124,2020,1,CH 105,Total Grades Given for section S9 are,11.0,13.0,10.0,4.0,118,1.0,36.0,24.0,19.0,,,,,,,,,,,,S9
125,2020,1,CH 107,Total Grades Given for are,,,1.0,,2,,,,1.0,,,,,,,,,,,,
126,2020,1,CH 107,Total Grades Given for section D1 are,84.0,75.0,8.0,7.0,368,89.0,53.0,24.0,11.0,,,3.0,14.0,,,,,,,,D1
127,2020,1,CH 107,Total Grades Given for section D2 are,40.0,72.0,13.0,10.0,332,15.0,86.0,63.0,31.0,,,1.0,1.0,,,,,,,,D2
128,2020,1,CH 107,Total Grades Given for section D3 are,71.0,74.0,10.0,14.0,346,37.0,67.0,43.0,26.0,1.0,,2.0,1.0,,,,,,,,D3
129,2020,1,CH 107,Total Grades Given for section D4 are,45.0,94.0,4.0,19.0,345,13.0,103.0,47.0,17.0,,,3.0,,,,,,,,,D4
130,2020,1,CH 107,Total Grades Given for section S1 are,1.0,,6.0,3.0,20,,2.0,3.0,5.0,,,,,,,,,,,,S1
131,2020,1,CH 107,Total Grades Given for section S2 are,1.0,2.0,3.0,5.0,20,,3.0,4.0,2.0,,,,,,,,,,,,S2
132,2020,1,CH 107,Total Grades Given for section S3 are,2.0,4.0,1.0,1.0,21,,1.0,7.0,5.0,,,,,,,,,,,,S3
133,2020,1,CH 223,Total Grades Given for are,1.0,7.0,3.0,1.0,29,1.0,8.0,2.0,6.0,,,,,,,,,,,,
134,2020,1,CH 225,Total Grades Given for are,5.0,5.0,4.0,,33,7.0,7.0,4.0,1.0,,,,,,,,,,,,
135,2020,1,CH 227,Total Grades Given for are,5.0,8.0,5.0,2.0,31,1.0,4.0,1.0,5.0,,,,,,,,,,,,
136,2020,1,CH 229,Total Grades Given for are,5.0,10.0,3.0,2.0,34,1.0,8.0,4.0,1.0,,,,,,,,,,,,
137,2020,1,CH 397,Total Grades Given for are,2.0,,,,3,1.0,,,,,,,,,,,,,,,
138,2020,1,CH 401,Total Grades Given for are,17.0,10.0,5.0,3.0,75,10.0,9.0,11.0,9.0,,,,1.0,,,,,,,,
139,2020,1,CH 403,Total Grades Given for are,15.0,13.0,3.0,,89,8.0,14.0,19.0,11.0,,6.0,,,,,,,,,,
140,2020,1,CH 405,Total Grades Given for are,17.0,23.0,5.0,2.0,84,3.0,14.0,15.0,5.0,,,,,,,,,,,,
141,2020,1,CH 425,Total Grades Given for are,16.0,19.0,2.0,3.0,73,24.0,5.0,3.0,,,,,1.0,,,,,,,,
142,2020,1,CH 507,Total Grades Given for are,9.0,10.0,,,45,3.0,15.0,7.0,,,,1.0,,,,,,,,,
143,2020,1,CH 521,Total Grades Given for are,34.0,18.0,,1.0,84,21.0,6.0,3.0,,,1.0,,,,,,,,,,
144,2020,1,CH 546,Total Grades Given for are,13.0,15.0,,,42,7.0,4.0,1.0,2.0,,,,,,,,,,,,
145,2020,1,CH 547,Total Grades Given for are,19.0,15.0,,,94,25.0,24.0,9.0,1.0,,1.0,,,,,,,,,,
146,2020,1,CH 584,Total Grades Given for are,24.0,18.0,,,57,7.0,3.0,1.0,,,4.0,,,,,,,,,,
147,2020,1,CH 591,Total Grades Given for are,1.0,,,,5,4.0,,,,,,,,,,,,,,,
148,2020,1,CH 593,Total Grades Given for are,11.0,6.0,1.0,,45,23.0,1.0,3.0,,,,,,,,,,,,,
149,2020,1,CH 595,Total Grades Given for are,,,,,4,3.0,,,,1.0,,,,,,,,,,,
150,2020,1,CH 827,Total Grades Given for are,5.0,20.0,,,30,3.0,2.0,,,,,,,,,,,,,,
151,2020,1,CHS801,Total Grades Given for are,5.0,6.0,,,20,5.0,3.0,1.0,,,,,,,,,,,,,
152,2020,1,CH 220,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
153,2020,1,CH 398,Total Grades Given for are,,,,,4,4.0,,,,,,,,,,,,,,,
154,2020,1,CH 404,Total Grades Given for are,17.0,23.0,2.0,,72,5.0,16.0,5.0,4.0,,,,,,,,,,,,
155,2020,1,CH 406,Total Grades Given for are,14.0,20.0,5.0,1.0,74,6.0,18.0,7.0,2.0,1.0,,,,,,,,,,,
156,2020,1,CH 410,Total Grades Given for are,,,,,1,1.0,,,,,,,,,,,,,,,
157,2020,1,CH 588,Total Grades Given for are,15.0,7.0,1.0,,37,11.0,1.0,2.0,,,,,,,,,,,,,
158,2020,1,CH 801,Total Grades Given for are,18.0,9.0,,1.0,63,32.0,2.0,,,,1.0,,,,,,,,,,
159,2020,1,CL 203,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
160,2020,1,CL 203,Total Grades Given for section S1 are,12.0,11.0,7.0,8.0,74,11.0,10.0,11.0,4.0,,,,,,,,,,,,S1
161,2020,1,CL 203,Total Grades Given for section S2 are,7.0,6.0,3.0,27.0,78,3.0,18.0,9.0,5.0,,,,,,,,,,,,S2
162,2020,1,CL 244,Total Grades Given for are,,,,,1,,,,1.0,,,,,,,,,,,,
163,2020,1,CL 244,Total Grades Given for section S1 are,12.0,11.0,6.0,6.0,75,7.0,7.0,9.0,13.0,3.0,,,1.0,,,,,,,,S1
164,2020,1,CL 244,Total Grades Given for section S2 are,21.0,14.0,5.0,16.0,94,12.0,5.0,13.0,7.0,1.0,,,,,,,,,,,S2
165,2020,1,CL 249,Total Grades Given for are,,,,,1,,,,,1.0,,,,,,,,,,,
166,2020,1,CL 249,Total Grades Given for section S1 are,21.0,14.0,3.0,3.0,79,13.0,4.0,7.0,8.0,4.0,,,2.0,,,,,,,,S1
167,2020,1,CL 249,Total Grades Given for section S2 are,15.0,17.0,2.0,1.0,78,17.0,8.0,12.0,3.0,1.0,,,2.0,,,,,,,,S2
168,2020,1,CL 255,Total Grades Given for section S1 are,9.0,7.0,5.0,3.0,80,5.0,13.0,18.0,15.0,5.0,,,,,,,,,,,S1
169,2020,1,CL 255,Total Grades Given for section S2 are,21.0,10.0,9.0,5.0,82,2.0,12.0,11.0,9.0,2.0,,,1.0,,,,,,,,S2
170,2020,1,CL 336,Total Grades Given for are,4.0,9.0,1.0,1.0,26,4.0,5.0,1.0,1.0,,,,,,,,,,,,
171,2020,1,CL 405,Total Grades Given for are,12.0,18.0,4.0,5.0,118,4.0,26.0,26.0,23.0,,,,,,,,,,,,
172,2020,1,CL 409,Total Grades Given for are,19.0,25.0,4.0,,116,13.0,21.0,20.0,12.0,,,,2.0,,,,,,,,
173,2020,1,CL 419,Total Grades Given for are,13.0,26.0,6.0,9.0,115,11.0,18.0,25.0,7.0,,,,,,,,,,,,
174,2020,1,CL 443,Total Grades Given for are,,,,,10,5.0,,,,5.0,,,,,,,,,,,
175,2020,1,CL 444,Total Grades Given for are,12.0,10.0,,1.0,45,10.0,4.0,7.0,,1.0,,,,,,,,,,,
176,2020,1,CL 455,Total Grades Given for are,,,1.0,,1,,,,,,,,,,,,,,,,
177,2020,1,CL 455,Total Grades Given for section S1 are,23.0,20.0,5.0,3.0,94,17.0,9.0,10.0,7.0,,,,,,,,,,,,S1
178,2020,1,CL 455,Total Grades Given for section S2 are,7.0,4.0,1.0,,25,5.0,5.0,1.0,2.0,,,,,,,,,,,,S2
179,2020,1,CL 491,Total Grades Given for are,,,,,6,3.0,,,,3.0,,,,,,,,,,,
180,2020,1,CL 601,Total Grades Given for are,26.0,27.0,,7.0,92,15.0,7.0,9.0,,,1.0,,,,,,,,,,
181,2020,1,CL 602,Total Grades Given for are,3.0,14.0,12.0,17.0,80,1.0,10.0,9.0,14.0,,,,,,,,,,,,
182,2020,1,CL 605,Total Grades Given for are,16.0,15.0,3.0,9.0,95,7.0,26.0,7.0,3.0,6.0,1.0,,2.0,,,,,,,,
183,2020,1,CL 665,Total Grades Given for are,5.0,1.0,,,21,5.0,4.0,3.0,3.0,,,,,,,,,,,,
184,2020,1,CL 684,Total Grades Given for are,2.0,6.0,,1.0,21,2.0,3.0,5.0,,,2.0,,,,,,,,,,
185,2020,1,CL 701,Total Grades Given for are,13.0,20.0,1.0,16.0,89,1.0,25.0,13.0,,,,,,,,,,,,,
186,2020,1,CLS801,Total Grades Given for are,5.0,1.0,,,14,8.0,,,,,,,,,,,,,,,
187,2020,1,CL 246,Total Grades Given for are,,,,,2,,2.0,,,,,,,,,,,,,,
188,2020,1,CL 673,Total Grades Given for are,4.0,8.0,,,23,4.0,5.0,1.0,,,1.0,,,,,,,,,,
189,2020,1,CL 706,Total Grades Given for are,4.0,3.0,,2.0,21,3.0,2.0,2.0,3.0,,2.0,,,,,,,,,,
190,2020,1,CL 708,Total Grades Given for are,3.0,7.0,2.0,2.0,28,4.0,4.0,2.0,3.0,,1.0,,,,,,,,,,
191,2020,1,CM 803,Total Grades Given for section S3 are,11.0,12.0,,,35,6.0,1.0,3.0,1.0,,,1.0,,,,,,,,,S3
192,2020,1,CMS801,Total Grades Given for are,1.0,,,,2,1.0,,,,,,,,,,,,,,,
193,2020,1,CS 101,Total Grades Given for section D1 are,83.0,59.0,11.0,8.0,359,98.0,46.0,31.0,23.0,,,,,,,,,,,,D1
194,2020,1,CS 101,Total Grades Given for section D2 are,26.0,40.0,50.0,18.0,324,28.0,59.0,43.0,60.0,,,,,,,,,,,,D2
195,2020,1,CS 101,Total Grades Given for section D3 are,49.0,55.0,27.0,16.0,336,38.0,60.0,40.0,51.0,,,,,,,,,,,,D3
196,2020,1,CS 101,Total Grades Given for section D4 are,27.0,44.0,56.0,22.0,335,21.0,58.0,52.0,55.0,,,,,,,,,,,,D4
197,2020,1,CS 207,Total Grades Given for are,39.0,45.0,9.0,3.0,158,21.0,19.0,10.0,8.0,,,1.0,3.0,,,,,,,,
198,2020,1,CS 207,Total Grades Given for section M are,,1.0,,1.0,2,,,,,,,,,,,,,,,,M
199,2020,1,CS 213,Total Grades Given for are,32.0,23.0,11.0,6.0,146,6.0,21.0,25.0,20.0,,,1.0,1.0,,,,,,,,
200,2020,1,CS 215,Total Grades Given for are,26.0,32.0,,5.0,155,23.0,40.0,21.0,4.0,,1.0,,3.0,,,,,,,,
201,2020,1,CS 218,Total Grades Given for are,,,1.0,,1,,,,,,,,,,,,,,,,
202,2020,1,CS 218,Total Grades Given for section M are,16.0,11.0,1.0,,79,12.0,14.0,12.0,13.0,,,,,,,,,,,,M
203,2020,1,CS 224,Total Grades Given for section M are,8.0,18.0,7.0,,79,6.0,13.0,13.0,12.0,,,2.0,,,,,,,,,M
204,2020,1,CS 228,Total Grades Given for are,,,1.0,,1,,,,,,,,,,,,,,,,
205,2020,1,CS 228,Total Grades Given for section M are,12.0,20.0,1.0,,78,5.0,32.0,8.0,,,,,,,,,,,,,M
206,2020,1,CS 251,Total Grades Given for are,32.0,23.0,6.0,4.0,149,55.0,18.0,6.0,3.0,,,,2.0,,,,,,,,
207,2020,1,CS 293,Total Grades Given for are,27.0,36.0,11.0,7.0,152,21.0,20.0,16.0,14.0,,,,,,,,,,,,
208,2020,1,CS 305,Total Grades Given for are,39.0,28.0,,,128,25.0,17.0,17.0,,2.0,,,,,,,,,,,
209,2020,1,CS 333,Total Grades Given for are,17.0,8.0,2.0,8.0,134,78.0,11.0,4.0,6.0,,,,,,,,,,,,
210,2020,1,CS 335,Total Grades Given for are,16.0,4.0,,8.0,131,91.0,7.0,4.0,1.0,,,,,,,,,,,,
211,2020,1,CS 337,Total Grades Given for are,49.0,9.0,7.0,2.0,130,37.0,11.0,7.0,8.0,,,,,,,,,,,,
212,2020,1,CS 341,Total Grades Given for are,22.0,18.0,,,125,80.0,5.0,,,,,,,,,,,,,,
213,2020,1,CS 347,Total Grades Given for are,24.0,12.0,15.0,7.0,133,37.0,20.0,13.0,5.0,,,,,,,,,,,,
214,2020,1,CS 396,Total Grades Given for are,,,,,3,3.0,,,,,,,,,,,,,,,
215,2020,1,CS 433,Total Grades Given for are,4.0,3.0,,,12,3.0,1.0,,,,1.0,,,,,,,,,,
216,2020,1,CS 475,Total Grades Given for are,5.0,7.0,1.0,3.0,37,9.0,3.0,7.0,2.0,,,,,,,,,,,,
217,2020,1,CS 475,Total Grades Given for section M are,1.0,1.0,,,3,,,1.0,,,,,,,,,,,,,M
218,2020,1,CS 485,Total Grades Given for are,1.0,1.0,,,6,4.0,,,,,,,,,,,,,,,
219,2020,1,CS 490,Total Grades Given for are,4.0,5.0,,,43,33.0,,,,1.0,,,,,,,,,,,
