Unnamed: 0,Year,Sem,Course Code,Section,AB,BB,DD,FR,Total,AA,BC,CC,CD,II,AU,FF,AP,PP,NP,W,S,pp,DX,Unnamed: 22,section_tag_div
1578,2023,2,GNR651,Total Grades Given for are,10.0,8.0,3.0,,45,12.0,9.0,2.0,,,,1.0,,,,,,,,,
1579,2023,2,GNR694,Total Grades Given for are,7.0,8.0,,,31,13.0,3.0,,,,,,,,,,,,,,
1580,2023,2,GNR697,Total Grades Given for are,,1.0,,,21,20.0,,,,,,,,,,,,,,,
1581,2023,2,GNR899,Total Grades Given for are,,,,,33,,,,,,,,,33.0,,,,,,,
1582,2023,2,GP 402,Total Grades Given for are,10.0,1.0,1.0,,20,3.0,1.0,3.0,,,1.0,,,,,,,,,,
1583,2023,2,GP 408,Total Grades Given for are,10.0,3.0,,,19,4.0,2.0,,,,,,,,,,,,,,
1584,2023,2,GP 414,Total Grades Given for are,8.0,3.0,,,20,6.0,2.0,,,,1.0,,,,,,,,,,
1585,2023,2,GP 416,Total Grades Given for are,8.0,6.0,,,19,4.0,1.0,,,,,,,,,,,,,,
1586,2023,2,GP 418,Total Grades Given for are,1.0,7.0,,,21,2.0,4.0,6.0,,,1.0,,,,,,,,,,
1587,2023,2,GP 420,Total Grades Given for are,7.0,5.0,,,19,4.0,3.0,,,,,,,,,,,,,,
1588,2023,2,GP 422,Total Grades Given for are,4.0,4.0,,,19,11.0,,,,,,,,,,,,,,,
1589,2023,2,GP 502,Total Grades Given for are,10.0,7.0,2.0,1.0,48,4.0,7.0,10.0,7.0,,,,,,,,,,,,
1590,2023,2,GP 506,Total Grades Given for are,4.0,4.0,,1.0,21,,4.0,7.0,,,1.0,,,,,,,,,,
1591,2023,2,GP 516,Total Grades Given for are,12.0,6.0,,,38,17.0,2.0,,,1.0,,,,,,,,,,,
1592,2023,2,GP 518,Total Grades Given for are,,1.0,5.0,1.0,20,,3.0,6.0,4.0,,,,,,,,,,,,
1593,2023,2,GP 520,Total Grades Given for are,8.0,11.0,,1.0,20,,,,,,,,,,,,,,,,
1594,2023,2,GS 318,Total Grades Given for section S1 are,16.0,21.0,,,76,16.0,16.0,7.0,,,,,,,,,,,,,S1
1595,2023,2,GS 318,Total Grades Given for section S2 are,23.0,15.0,,,76,20.0,7.0,10.0,,1.0,,,,,,,,,,,S2
1596,2023,2,GS 416,Total Grades Given for are,11.0,9.0,,,38,11.0,7.0,,,,,,,,,,,,,,
1597,2023,2,GS 422,Total Grades Given for are,12.0,9.0,,,38,6.0,8.0,1.0,2.0,,,,,,,,,,,,
1598,2023,2,GS 430,Total Grades Given for are,8.0,7.0,1.0,,40,20.0,2.0,,1.0,,1.0,,,,,,,,,,
1599,2023,2,GS 434,Total Grades Given for are,2.0,23.0,1.0,,38,3.0,1.0,7.0,1.0,,,,,,,,,,,,
1600,2023,2,GS 436,Total Grades Given for are,18.0,9.0,,,38,6.0,2.0,2.0,1.0,,,,,,,,,,,,
1601,2023,2,GS 438,Total Grades Given for are,23.0,5.0,,,38,5.0,4.0,1.0,,,,,,,,,,,,,
1602,2023,2,GS 440,Total Grades Given for are,15.0,4.0,,,38,19.0,,,,,,,,,,,,,,,
1603,2023,2,GS 450,Total Grades Given for are,9.0,12.0,,,39,15.0,2.0,,,1.0,,,,,,,,,,,
1604,2023,2,GS 530,Total Grades Given for are,2.0,2.0,,,8,3.0,1.0,,,,,,,,,,,,,,
1605,2023,2,GS 534,Total Grades Given for are,3.0,12.0,2.0,,39,1.0,10.0,6.0,5.0,,,,,,,,,,,,
1606,2023,2,GS 536,Total Grades Given for are,12.0,8.0,1.0,,39,9.0,7.0,2.0,,,,,,,,,,,,,
1607,2023,2,GS 538,Total Grades Given for are,14.0,7.0,,,38,13.0,2.0,1.0,1.0,,,,,,,,,,,,
1608,2023,2,GS 540,Total Grades Given for are,9.0,11.0,,,36,12.0,3.0,,,1.0,,,,,,,,,,,
1609,2023,2,GS 542,Total Grades Given for are,9.0,9.0,,,33,7.0,4.0,2.0,2.0,,,,,,,,,,,,
1610,2023,2,GS 545,Total Grades Given for are,2.0,1.0,,,5,1.0,1.0,,,,,,,,,,,,,,
1611,2023,2,GS 552,Total Grades Given for are,17.0,9.0,,,38,12.0,,,,,,,,,,,,,,,
1612,2023,2,GS 662,Total Grades Given for are,1.0,7.0,,6.0,29,5.0,1.0,7.0,2.0,,,,,,,,,,,,
1613,2023,2,GS 672,Total Grades Given for are,4.0,2.0,1.0,9.0,32,3.0,3.0,1.0,9.0,,,,,,,,,,,,
1614,2023,2,GS 676,Total Grades Given for are,1.0,2.0,3.0,7.0,21,,1.0,3.0,3.0,,1.0,,,,,,,,,,
1615,2023,2,GS 682,Total Grades Given for are,5.0,2.0,,,13,3.0,1.0,2.0,,,,,,,,,,,,,
1616,2023,2,GS 706,Total Grades Given for are,9.0,5.0,,,30,6.0,4.0,3.0,,3.0,,,,,,,,,,,
1617,2023,2,GS 707,Total Grades Given for are,7.0,1.0,,,14,4.0,,,,,2.0,,,,,,,,,,
1618,2023,2,GS 710,Total Grades Given for are,9.0,1.0,,,21,5.0,,,,1.0,5.0,,,,,,,,,,
1619,2023,2,GS 814,Total Grades Given for are,1.0,,,,1,,,,,,,,,,,,,,,,
1620,2023,2,GSS802,Total Grades Given for are,14.0,,,1.0,21,4.0,,2.0,,,,,,,,,,,,,
1621,2023,2,HS 110,Total Grades Given for section S1 are,11.0,14.0,1.0,5.0,71,9.0,14.0,9.0,6.0,,,,2.0,,,,,,,,S1
1622,2023,2,HS 110,Total Grades Given for section S2 are,13.0,63.0,4.0,6.0,151,6.0,29.0,18.0,11.0,,,,1.0,,,,,,,,S2
1623,2023,2,HS 112,Total Grades Given for section S1 are,9.0,9.0,2.0,1.0,29,3.0,4.0,1.0,,,,,,,,,,,,,S1
1624,2023,2,HS 112,Total Grades Given for section S2 are,43.0,31.0,2.0,2.0,149,23.0,25.0,17.0,4.0,,,,2.0,,,,,,,,S2
1625,2023,2,HS 200,Total Grades Given for are,102.0,147.0,60.0,7.0,634,39.0,105.0,105.0,69.0,,,,,,,,,,,,
1626,2023,2,HS 250,Total Grades Given for are,,,,,54,,,,,,,,,48.0,6.0,,,,,,
1627,2023,2,HS 401,Total Grades Given for are,2.0,2.0,1.0,,11,3.0,1.0,1.0,,,1.0,,,,,,,,,,
1628,2023,2,HS4110,Total Grades Given for are,1.0,2.0,1.0,,5,,1.0,,,,,,,,,,,,,,
1629,2023,2,HS 431,Total Grades Given for are,7.0,1.0,2.0,1.0,23,4.0,3.0,2.0,3.0,,,,,,,,,,,,
1630,2023,2,HS 465,Total Grades Given for are,7.0,6.0,,,32,6.0,10.0,1.0,2.0,,,,,,,,,,,,
1631,2023,2,HS 502,Total Grades Given for are,4.0,1.0,,,8,3.0,,,,,,,,,,,,,,,
1632,2023,2,HS 504,Total Grades Given for are,5.0,2.0,,,8,,,1.0,,,,,,,,,,,,,
1633,2023,2,HS 506,Total Grades Given for are,1.0,1.0,,,8,5.0,,,1.0,,,,,,,,,,,,
1634,2023,2,HS 551,Total Grades Given for are,3.0,3.0,,,11,3.0,2.0,,,,,,,,,,,,,,
1635,2023,2,HS 554,Total Grades Given for are,1.0,2.0,,,3,,,,,,,,,,,,,,,,
1636,2023,2,HS 598,Total Grades Given for are,5.0,1.0,,,10,3.0,1.0,,,,,,,,,,,,,,
1637,2023,2,HS 618,Total Grades Given for are,6.0,9.0,8.0,4.0,65,3.0,12.0,8.0,12.0,,2.0,,1.0,,,,,,,,
1638,2023,2,HS 621,Total Grades Given for are,9.0,14.0,,4.0,52,13.0,9.0,2.0,,,,,1.0,,,,,,,,
1639,2023,2,HS 624,Total Grades Given for are,3.0,3.0,2.0,1.0,25,7.0,3.0,4.0,2.0,,,,,,,,,,,,
1640,2023,2,HS 629,Total Grades Given for are,7.0,6.0,,,18,4.0,1.0,,,,,,,,,,,,,,
1641,2023,2,HS 634,Total Grades Given for are,6.0,3.0,5.0,1.0,27,3.0,,2.0,3.0,,1.0,3.0,,,,,,,,,
1642,2023,2,HS 640,Total Grades Given for are,2.0,1.0,,,5,,,1.0,,,1.0,,,,,,,,,,
1643,2023,2,HS 643,Total Grades Given for are,11.0,10.0,2.0,3.0,49,7.0,11.0,2.0,3.0,,,,,,,,,,,,
1644,2023,2,HS 654,Total Grades Given for are,3.0,1.0,,,7,1.0,,,,,2.0,,,,,,,,,,
1645,2023,2,HS 660,Total Grades Given for are,,,,,1,,1.0,,,,,,,,,,,,,,
1646,2023,2,HS 661,Total Grades Given for are,4.0,,,,7,,,,,,3.0,,,,,,,,,,
1647,2023,2,HS 662,Total Grades Given for are,1.0,,,,4,3.0,,,,,,,,,,,,,,,
1648,2023,2,HS 666,Total Grades Given for are,3.0,4.0,1.0,,13,2.0,1.0,,,,2.0,,,,,,,,,,
1649,2023,2,HS 710,Total Grades Given for are,6.0,13.0,,6.0,36,1.0,7.0,2.0,1.0,,,,,,,,,,,,
1650,2023,2,HS 804,Total Grades Given for are,3.0,4.0,,,7,,,,,,,,,,,,,,,,
1651,2023,2,HS 805,Total Grades Given for are,2.0,2.0,,,6,1.0,1.0,,,,,,,,,,,,,,
1652,2023,2,HS 811,Total Grades Given for are,3.0,1.0,,,11,4.0,1.0,,,1.0,1.0,,,,,,,,,,
1653,2023,2,HS 818,Total Grades Given for are,4.0,1.0,,,6,1.0,,,,,,,,,,,,,,,
1654,2023,2,HS 828,Total Grades Given for are,2.0,3.0,,,13,4.0,2.0,,,,2.0,,,,,,,,,,
1655,2023,2,HS 840,Total Grades Given for are,1.0,,,,2,,,,,,1.0,,,,,,,,,,
1656,2023,2,HS 845,Total Grades Given for are,1.0,,,1.0,7,4.0,,,,,1.0,,,,,,,,,,
1657,2023,2,HS 852,Total Grades Given for are,3.0,,,,3,,,,,,,,,,,,,,,,
1658,2023,2,HS 856,Total Grades Given for are,6.0,3.0,,,13,1.0,,,,1.0,2.0,,,,,,,,,,
1659,2023,2,HS 861,Total Grades Given for are,1.0,1.0,,,3,1.0,,,,,,,,,,,,,,,
1660,2023,2,HS 864,Total Grades Given for are,1.0,2.0,,1.0,6,1.0,1.0,,,,,,,,,,,,,,
1661,2023,2,HS 899,Total Grades Given for are,,,,,7,,,,,,,,,7.0,,,,,,,
1662,2023,2,HSS802,Total Grades Given for are,5.0,4.0,,,13,3.0,,,,1.0,,,,,,,,,,,
1663,2023,2,DE 102,Total Grades Given for are,30.0,,,,35,5.0,,,,,,,,,,,,,,,
1664,2023,2,DE 106,Total Grades Given for are,14.0,7.0,,,35,14.0,,,,,,,,,,,,,,,
1665,2023,2,DE 107,Total Grades Given for are,5.0,18.0,,,38,,8.0,5.0,,2.0,,,,,,,,,,,
1666,2023,2,DE 109,Total Grades Given for section S1 are,92.0,17.0,1.0,,150,31.0,5.0,3.0,,,,1.0,,,,,,,,,S1
1667,2023,2,DE 109,Total Grades Given for section S2 are,99.0,15.0,2.0,,150,30.0,3.0,,,,,1.0,,,,,,,,,S2
1668,2023,2,DE 110,Total Grades Given for are,18.0,4.0,,,22,,,,,,,,,,,,,,,,
1669,2023,2,DE 112,Total Grades Given for are,29.0,2.0,,,35,3.0,1.0,,,,,,,,,,,,,,
1670,2023,2,DE 114,Total Grades Given for are,12.0,14.0,,,32,6.0,,,,,,,,,,,,,,,
1671,2023,2,DE 116,Total Grades Given for are,10.0,12.0,,,35,2.0,11.0,,,,,,,,,,,,,,
1672,2023,2,DE 122,Total Grades Given for are,,,1.0,,1,,,,,,,,,,,,,,,,
1673,2023,2,DE 129,Total Grades Given for are,7.0,7.0,,,16,,2.0,,,,,,,,,,,,,,
1674,2023,2,DE 134,Total Grades Given for are,6.0,9.0,1.0,,36,4.0,14.0,1.0,1.0,,,,,,,,,,,,
1675,2023,2,DE 136,Total Grades Given for are,11.0,4.0,,,35,8.0,7.0,5.0,,,,,,,,,,,,,
1676,2023,2,DE 202,Total Grades Given for are,9.0,14.0,,,36,6.0,5.0,2.0,,,,,,,,,,,,,
1677,2023,2,DE 204,Total Grades Given for are,11.0,7.0,3.0,5.0,38,6.0,4.0,1.0,1.0,,,,,,,,,,,,
1678,2023,2,DE 206,Total Grades Given for are,5.0,5.0,1.0,2.0,38,,8.0,12.0,5.0,,,,,,,,,,,,
1679,2023,2,DE 208,Total Grades Given for are,3.0,1.0,,,17,4.0,6.0,2.0,1.0,,,,,,,,,,,,
1680,2023,2,DE 210,Total Grades Given for are,5.0,12.0,,,25,2.0,5.0,,,1.0,,,,,,,,,,,
1681,2023,2,DE 212,Total Grades Given for are,,4.0,,,26,2.0,9.0,8.0,3.0,,,,,,,,,,,,
1682,2023,2,DE 214,Total Grades Given for are,,6.0,1.0,,24,,13.0,3.0,1.0,,,,,,,,,,,,
1683,2023,2,DE 216,Total Grades Given for are,14.0,19.0,,4.0,56,,9.0,8.0,2.0,,,,,,,,,,,,
1684,2023,2,DE 216,Total Grades Given for section M are,7.0,1.0,,,11,,3.0,,,,,,,,,,,,,,M
1685,2023,2,DE 222,Total Grades Given for are,14.0,6.0,1.0,3.0,40,15.0,,1.0,,,,,,,,,,,,,
1686,2023,2,DE 232,Total Grades Given for are,5.0,5.0,1.0,3.0,23,5.0,1.0,3.0,,,,,,,,,,,,,
1687,2023,2,DE 250,Total Grades Given for section S1 are,82.0,8.0,,,190,90.0,7.0,3.0,,,,,,,,,,,,,S1
1688,2023,2,DE 250,Total Grades Given for section S2 are,71.0,16.0,,,142,38.0,8.0,7.0,2.0,,,,,,,,,,,,S2
1689,2023,2,DE 250,Total Grades Given for section S3 are,90.0,10.0,,,188,79.0,8.0,1.0,,,,,,,,,,,,,S3
1690,2023,2,DE 250,Total Grades Given for section S4 are,86.0,9.0,,,179,79.0,4.0,1.0,,,,,,,,,,,,,S4
1691,2023,2,DE 250,Total Grades Given for section S5 are,101.0,10.0,,,172,52.0,6.0,3.0,,,,,,,,,,,,,S5
1692,2023,2,DE 250,Total Grades Given for section S6 are,64.0,11.0,,,126,37.0,10.0,2.0,2.0,,,,,,,,,,,,S6
1693,2023,2,DE 250,Total Grades Given for section S7 are,43.0,4.0,,,147,96.0,3.0,,1.0,,,,,,,,,,,,S7
1694,2023,2,DE 250,Total Grades Given for section S8 are,72.0,13.0,,,175,86.0,4.0,,,,,,,,,,,,,,S8
1695,2023,2,DE 308,Total Grades Given for are,3.0,1.0,,,7,2.0,,,,,,1.0,,,,,,,,,
1696,2023,2,DE 312,Total Grades Given for are,,,,,2,2.0,,,,,,,,,,,,,,,
1697,2023,2,DE 313,Total Grades Given for are,4.0,2.0,,1.0,12,2.0,,3.0,,,,,,,,,,,,,
1698,2023,2,DE 314,Total Grades Given for are,2.0,5.0,,,7,,,,,,,,,,,,,,,,
1699,2023,2,DE 318,Total Grades Given for are,13.0,8.0,,1.0,46,10.0,9.0,3.0,2.0,,,,,,,,,,,,
1700,2023,2,DE 321,Total Grades Given for are,2.0,9.0,,2.0,15,,2.0,,,,,,,,,,,,,,
1701,2023,2,DE 322,Total Grades Given for are,,2.0,,,9,5.0,1.0,1.0,,,,,,,,,,,,,
1702,2023,2,DE 323,Total Grades Given for are,2.0,3.0,,,7,2.0,,,,,,,,,,,,,,,
1703,2023,2,DE 324,Total Grades Given for are,4.0,11.0,,,19,3.0,,1.0,,,,,,,,,,,,,
1704,2023,2,DE 332,Total Grades Given for are,10.0,13.0,,,37,4.0,,4.0,5.0,,,1.0,,,,,,,,,
1705,2023,2,DE 602,Total Grades Given for are,5.0,1.0,,,16,10.0,,,,,,,,,,,,,,,
1706,2023,2,DE 604,Total Grades Given for are,9.0,2.0,,,16,5.0,,,,,,,,,,,,,,,
1707,2023,2,DE 606,Total Grades Given for are,6.0,,,,16,10.0,,,,,,,,,,,,,,,
1708,2023,2,DE 608,Total Grades Given for are,5.0,,,,16,4.0,,,,7.0,,,,,,,,,,,
1709,2023,2,DE 612,Total Grades Given for are,34.0,14.0,,,69,19.0,2.0,,,,,,,,,,,,,,
1710,2023,2,DE 614,Total Grades Given for are,70.0,,,,70,,,,,,,,,,,,,,,,
1711,2023,2,DE 616,Total Grades Given for are,6.0,6.0,,,18,3.0,3.0,,,,,,,,,,,,,,
1712,2023,2,DE 618,Total Grades Given for are,16.0,,,,17,1.0,,,,,,,,,,,,,,,
1713,2023,2,DE 624,Total Grades Given for are,4.0,8.0,,,14,,1.0,,,,1.0,,,,,,,,,,
1714,2023,2,DE 626,Total Grades Given for are,4.0,11.0,,,16,,1.0,,,,,,,,,,,,,,
1715,2023,2,DE 628,Total Grades Given for are,5.0,4.0,,,17,4.0,4.0,,,,,,,,,,,,,,
1716,2023,2,DE 632,Total Grades Given for are,3.0,2.0,,,12,7.0,,,,,,,,,,,,,,,
1717,2023,2,DE 634,Total Grades Given for are,6.0,3.0,,,12,3.0,,,,,,,,,,,,,,,
1718,2023,2,DE 636,Total Grades Given for are,4.0,1.0,,,12,5.0,2.0,,,,,,,,,,,,,,
1719,2023,2,DE 638,Total Grades Given for are,5.0,2.0,,,12,2.0,3.0,,,,,,,,,,,,,,
1720,2023,2,DE 640,Total Grades Given for are,4.0,6.0,,,12,1.0,1.0,,,,,,,,,,,,,,
1721,2023,2,DE 642,Total Grades Given for are,5.0,3.0,,,12,4.0,,,,,,,,,,,,,,,
1722,2023,2,DE 644,Total Grades Given for are,,10.0,,,10,,,,,,,,,,,,,,,,
1723,2023,2,DE 646,Total Grades Given for are,3.0,1.0,,,9,3.0,2.0,,,,,,,,,,,,,,
1724,2023,2,DE 648,Total Grades Given for are,3.0,,,,10,6.0,1.0,,,,,,,,,,,,,,
1725,2023,2,DE 650,Total Grades Given for are,5.0,,,,9,4.0,,,,,,,,,,,,,,,
1726,2023,2,DE 652,Total Grades Given for are,2.0,7.0,,,9,,,,,,,,,,,,,,,,
1727,2023,2,DE 654,Total Grades Given for are,11.0,4.0,,,16,,1.0,,,,,,,,,,,,,,
1728,2023,2,DE 656,Total Grades Given for are,2.0,7.0,,,9,,,,,,,,,,,,,,,,
1729,2023,2,DE 660,Total Grades Given for are,6.0,3.0,,,16,5.0,1.0,1.0,,,,,,,,,,,,,
1730,2023,2,DE 666,Total Grades Given for are,5.0,4.0,,,12,3.0,,,,,,,,,,,,,,,
1731,2023,2,DE 676,Total Grades Given for are,1.0,,,,9,8.0,,,,,,,,,,,,,,,
1732,2023,2,DE 680,Total Grades Given for are,5.0,5.0,,,16,3.0,2.0,1.0,,,,,,,,,,,,,
1733,2023,2,DE 683,Total Grades Given for are,3.0,,,,8,5.0,,,,,,,,,,,,,,,
1734,2023,2,DE 686,Total Grades Given for are,1.0,2.0,,,3,,,,,,,,,,,,,,,,
1735,2023,2,DE 687,Total Grades Given for are,14.0,27.0,,3.0,63,8.0,8.0,3.0,,,,,,,,,,,,,
1736,2023,2,DE 712,Total Grades Given for are,7.0,5.0,,,16,4.0,,,,,,,,,,,,,,,
1737,2023,2,DE 717,Total Grades Given for are,3.0,8.0,,,16,5.0,,,,,,,,,,,,,,,
1738,2023,2,DE 725,Total Grades Given for are,7.0,9.0,,,19,3.0,,,,,,,,,,,,,,,
1739,2023,2,DE 803,Total Grades Given for are,7.0,10.0,,2.0,28,2.0,5.0,2.0,,,,,,,,,,,,,
1740,2023,2,DEP302,Total Grades Given for are,15.0,4.0,,1.0,40,14.0,4.0,2.0,,,,,,,,,,,,,
1741,2023,2,DEP406,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
1742,2023,2,DEP408,Total Grades Given for are,5.0,10.0,,1.0,32,11.0,2.0,2.0,1.0,,,,,,,,,,,,
1743,2023,2,DEP410,Total Grades Given for are,14.0,9.0,,2.0,32,4.0,1.0,1.0,1.0,,,,,,,,,,,,
1744,2023,2,DEP502,Total Grades Given for are,2.0,1.0,,,8,5.0,,,,,,,,,,,,,,,
1745,2023,2,DEP504,Total Grades Given for are,4.0,2.0,,,8,,2.0,,,,,,,,,,,,,,
1746,2023,2,DEP602,Total Grades Given for are,13.0,3.0,,,17,,,,1.0,,,,,,,,,,,,
1747,2023,2,DEP703,Total Grades Given for are,18.0,20.0,2.0,1.0,68,11.0,8.0,8.0,,,,,,,,,,,,,
1748,2023,2,DEP706,Total Grades Given for are,3.0,1.0,,,7,1.0,2.0,,,,,,,,,,,,,,
1749,2023,2,IE 504,Total Grades Given for are,12.0,10.0,15.0,4.0,85,14.0,8.0,10.0,12.0,,,,,,,,,,,,
1750,2023,2,IE 504,Total Grades Given for section M are,,2.0,,,4,2.0,,,,,,,,,,,,,,,M
1751,2023,2,IE 506,Total Grades Given for are,11.0,17.0,2.0,18.0,80,3.0,18.0,9.0,2.0,,,,,,,,,,,,
1752,2023,2,IE 506,Total Grades Given for section M are,1.0,1.0,,,2,,,,,,,,,,,,,,,,M
1753,2023,2,IE 607,Total Grades Given for are,3.0,6.0,,,22,4.0,9.0,,,,,,,,,,,,,,
1754,2023,2,IE 612,Total Grades Given for are,10.0,19.0,1.0,,64,7.0,12.0,11.0,3.0,,1.0,,,,,,,,,,
1755,2023,2,IE 612,Total Grades Given for section M are,1.0,,,,1,,,,,,,,,,,,,,,,M
1756,2023,2,IE 614,Total Grades Given for are,9.0,9.0,11.0,,64,2.0,11.0,6.0,5.0,3.0,,8.0,,,,,,,,,
1757,2023,2,IE 614,Total Grades Given for section M are,1.0,1.0,,,5,,2.0,,,,,1.0,,,,,,,,,M
1758,2023,2,IE 616,Total Grades Given for are,4.0,8.0,1.0,1.0,53,3.0,17.0,4.0,9.0,,,6.0,,,,,,,,,
1759,2023,2,IE 616,Total Grades Given for section M are,1.0,2.0,1.0,,9,,3.0,,1.0,1.0,,,,,,,,,,,M
1760,2023,2,IE 620,Total Grades Given for are,1.0,1.0,,1.0,7,1.0,1.0,1.0,,,1.0,,,,,,,,,,
1761,2023,2,IE 620,Total Grades Given for section M are,,,,,1,,1.0,,,,,,,,,,,,,,M
1762,2023,2,IE 622,Total Grades Given for are,2.0,4.0,2.0,2.0,25,3.0,6.0,,5.0,,1.0,,,,,,,,,,
1763,2023,2,IE 622,Total Grades Given for section M are,1.0,1.0,,1.0,6,,2.0,,1.0,,,,,,,,,,,,M
1764,2023,2,IE 630,Total Grades Given for are,25.0,13.0,,4.0,67,23.0,2.0,,,,,,,,,,,,,,
1765,2023,2,IE 630,Total Grades Given for section M are,8.0,5.0,,,16,2.0,1.0,,,,,,,,,,,,,,M
1766,2023,2,IE 684,Total Grades Given for are,24.0,9.0,,,44,6.0,1.0,1.0,,,,3.0,,,,,,,,,
1767,2023,2,IE 688,Total Grades Given for are,1.0,1.0,,,7,4.0,1.0,,,,,,,,,,,,,,
1768,2023,2,IE 694,Total Grades Given for are,12.0,2.0,,1.0,24,2.0,5.0,2.0,,,,,,,,,,,,,
1769,2023,2,IE 709,Total Grades Given for are,10.0,13.0,,4.0,53,2.0,8.0,10.0,6.0,,,,,,,,,,,,
1770,2023,2,IE 709,Total Grades Given for section M are,,2.0,,,4,,1.0,1.0,,,,,,,,,,,,,M
1771,2023,2,IE 710,Total Grades Given for are,14.0,10.0,,1.0,51,8.0,11.0,6.0,1.0,,,,,,,,,,,,
1772,2023,2,IE 899,Total Grades Given for are,,,,,26,,,,,,,,,25.0,1.0,,,,,,
1773,2023,2,IES601,Total Grades Given for are,6.0,4.0,,,15,2.0,3.0,,,,,,,,,,,,,,
1774,2023,2,IES802,Total Grades Given for are,,,,,2,1.0,1.0,,,,,,,,,,,,,,
1775,2023,2,MA 110,Total Grades Given for section D1 are,19.0,53.0,32.0,,290,6.0,60.0,54.0,38.0,2.0,,26.0,,,,,,,,,D1
1776,2023,2,MA 110,Total Grades Given for section D2 are,16.0,42.0,37.0,,329,4.0,63.0,76.0,61.0,4.0,,25.0,1.0,,,,,,,,D2
1777,2023,2,MA 110,Total Grades Given for section D3 are,47.0,47.0,35.0,,349,56.0,44.0,45.0,39.0,2.0,,23.0,11.0,,,,,,,,D3
1778,2023,2,MA 110,Total Grades Given for section D4 are,40.0,59.0,26.0,,350,27.0,70.0,55.0,45.0,3.0,,22.0,3.0,,,,,,,,D4
1779,2023,2,MA 214,Total Grades Given for are,46.0,36.0,21.0,11.0,240,36.0,33.0,21.0,20.0,11.0,,,5.0,,,,,,,,
1780,2023,2,MA 406,Total Grades Given for are,24.0,19.0,,,79,17.0,6.0,7.0,1.0,2.0,2.0,,1.0,,,,,,,,
1781,2023,2,MA 406,Total Grades Given for section M are,,,,,1,,,1.0,,,,,,,,,,,,,M
1782,2023,2,MA 408,Total Grades Given for are,9.0,15.0,7.0,,56,11.0,6.0,2.0,4.0,2.0,,,,,,,,,,,
1783,2023,2,MA 410,Total Grades Given for are,10.0,32.0,,,61,3.0,14.0,1.0,,,,,1.0,,,,,,,,
1784,2023,2,MA 412,Total Grades Given for are,13.0,9.0,9.0,4.0,54,2.0,7.0,7.0,2.0,,,,1.0,,,,,,,,
1785,2023,2,MA 412,Total Grades Given for section M are,3.0,3.0,7.0,,19,3.0,,2.0,1.0,,,,,,,,,,,,M
1786,2023,2,MA 414,Total Grades Given for are,5.0,8.0,5.0,7.0,54,5.0,7.0,10.0,5.0,2.0,,,,,,,,,,,
1787,2023,2,MA 414,Total Grades Given for section M are,,,,,1,1.0,,,,,,,,,,,,,,,M
1788,2023,2,MA 504,Total Grades Given for are,1.0,1.0,2.0,,9,2.0,1.0,1.0,1.0,,,,,,,,,,,,
1789,2023,2,MA 510,Total Grades Given for are,1.0,2.0,3.0,2.0,24,2.0,5.0,4.0,5.0,,,,,,,,,,,,
1790,2023,2,MA5104,Total Grades Given for are,2.0,3.0,,,11,,2.0,3.0,,,1.0,,,,,,,,,,
1791,2023,2,MA5106,Total Grades Given for are,6.0,8.0,1.0,,38,1.0,17.0,4.0,1.0,,,,,,,,,,,,
1792,2023,2,MA5106,Total Grades Given for section M are,,,,,2,,1.0,1.0,,,,,,,,,,,,,M
1793,2023,2,MA5108,Total Grades Given for are,,,,1.0,5,4.0,,,,,,,,,,,,,,,
1794,2023,2,MA5110,Total Grades Given for are,1.0,2.0,,3.0,9,1.0,2.0,,,,,,,,,,,,,,
1795,2023,2,MA5116,Total Grades Given for are,4.0,,,,6,2.0,,,,,,,,,,,,,,,
1796,2023,2,MA 526,Total Grades Given for are,1.0,2.0,2.0,,18,3.0,3.0,4.0,3.0,,,,,,,,,,,,
1797,2023,2,MA 534,Total Grades Given for are,1.0,2.0,7.0,,18,1.0,2.0,3.0,2.0,,,,,,,,,,,,
1798,2023,2,MA 562,Total Grades Given for are,3.0,,,,4,,1.0,,,,,,,,,,,,,,
1799,2023,2,MA 812,Total Grades Given for are,2.0,3.0,,,7,1.0,,,1.0,,,,,,,,,,,,
1800,2023,2,MA 814,Total Grades Given for are,4.0,7.0,1.0,,29,2.0,5.0,6.0,3.0,1.0,,,,,,,,,,,
1801,2023,2,MA 816,Total Grades Given for are,2.0,2.0,,,8,1.0,2.0,1.0,,,,,,,,,,,,,
1802,2023,2,MA 818,Total Grades Given for are,3.0,,,,9,4.0,,,,,2.0,,,,,,,,,,
1803,2023,2,MA 824,Total Grades Given for are,3.0,3.0,,,13,4.0,2.0,,,,1.0,,,,,,,,,,
1804,2023,2,MA 842,Total Grades Given for are,,,,,5,5.0,,,,,,,,,,,,,,,
1805,2023,2,MA 846,Total Grades Given for are,,4.0,,1.0,6,,,,,,1.0,,,,,,,,,,
1806,2023,2,MA 852,Total Grades Given for are,,1.0,,,6,1.0,,,,,4.0,,,,,,,,,,
1807,2023,2,MA 862,Total Grades Given for are,3.0,,,,6,3.0,,,,,,,,,,,,,,,
1808,2023,2,MA 862,Total Grades Given for section M are,,,,,1,1.0,,,,,,,,,,,,,,,M
1809,2023,2,MA 867,Total Grades Given for are,2.0,2.0,,,4,,,,,,,,,,,,,,,,
